4688616	344582	1	2	1	13	\N	0	0
4688617	344582	1	2	1	14	\N	0	0
4688618	344582	1	2	1	15	\N	0	0
4688619	344582	1	2	1	16	\N	0	0
4688620	344582	1	2	1	17	\N	0	0
4688621	344582	1	2	1	18	\N	0	0
4688622	344582	1	2	1	19	\N	0	0
4688623	344582	1	2	1	20	\N	0	0
4688624	344582	1	2	1	21	\N	0	0
4688625	344582	1	2	1	22	\N	0	0
4688626	344582	1	2	1	23	\N	0	0
4688627	344582	1	2	1	24	\N	0	0
4688628	344582	1	2	1	25	\N	0	0
4688629	344582	1	2	1	26	\N	0	0
4688630	344582	1	2	1	27	\N	121	0
4688631	344582	1	2	1	28	\N	121	0
4688632	344582	1	2	1	29	\N	121	0
4688633	344582	1	2	1	30	\N	0	0
4688634	344582	1	2	1	31	\N	0	0
4688635	344582	1	2	2	0	\N	0	0
4688636	344582	1	2	2	1	\N	0	0
4688637	344582	1	2	2	2	\N	0	0
4688638	344582	1	2	2	3	\N	0	0
4688639	344582	1	2	2	4	\N	0	0
4688640	344582	1	2	2	5	\N	0	0
4688641	344582	1	2	2	6	\N	0	0
4688642	344582	1	2	2	7	\N	0	0
4688643	344582	1	2	2	8	\N	0	0
4688644	344582	1	2	2	9	\N	0	0
4688645	344582	1	2	2	10	\N	0	0
4688646	344582	1	2	2	11	\N	0	0
4688647	344582	1	2	2	12	\N	0	0
4688648	344582	1	2	2	13	\N	0	0
4688649	344582	1	2	2	14	\N	0	0
4688650	344582	1	2	2	15	\N	0	0
4688651	344582	1	2	2	16	\N	0	0
4688652	344582	1	2	2	17	\N	0	0
4688653	344582	1	2	2	18	\N	0	0
4688654	344582	1	2	2	19	\N	0	0
4688655	344582	1	2	2	20	\N	0	0
4688656	344582	1	2	2	21	\N	0	0
4688657	344582	1	2	2	22	\N	0	0
4688658	344582	1	2	2	23	\N	0	0
4688659	344582	1	2	2	24	\N	0	0
4688660	344582	1	2	2	25	\N	0	0
4688661	344582	1	2	2	26	\N	0	0
4688662	344582	1	2	2	27	\N	0	0
4688663	344582	1	2	2	28	\N	0	0
4688664	344582	1	2	2	29	\N	0	0
4688665	344582	1	2	2	30	\N	0	0
4688666	344582	1	2	2	31	\N	0	0
9363003	344582	2	2	0	0	\N	3460	0
9363004	344582	2	2	0	1	\N	0	0
9363005	344582	2	2	0	2	\N	21	0
9363006	344582	2	2	0	3	\N	28	0
9363007	344582	2	2	0	4	\N	20	0
9363008	344582	2	2	0	5	\N	41	0
9363009	344582	2	2	0	6	\N	0	0
9363010	344582	2	2	0	7	\N	18	0
9363011	344582	2	2	0	8	\N	0	0
9363012	344582	2	2	0	9	\N	0	0
9363013	344582	2	2	0	10	\N	0	0
9363014	344582	2	2	0	11	\N	1	0
9363015	344582	2	2	0	12	\N	1640101	0
9363016	344582	2	2	0	13	\N	395361	0
9363017	344582	2	2	0	14	\N	83868	0
9363018	344582	2	2	0	15	\N	7903	0
9363019	344582	2	2	0	16	\N	7902	0
9363020	344582	2	2	0	17	\N	0	0
9363021	344582	2	2	0	18	\N	65	0
9363022	344582	2	2	0	19	\N	38	0
9363023	344582	2	2	0	20	\N	36	0
9363024	344582	2	2	0	21	\N	52	0
9363025	344582	2	2	0	22	\N	0	0
9363026	344582	2	2	0	23	\N	20	0
9363027	344582	2	2	0	24	\N	0	0
9363028	344582	2	2	0	25	\N	0	0
9363029	344582	2	2	0	26	\N	0	0
9363030	344582	2	2	0	27	\N	1	0
9363031	344582	2	2	0	28	\N	7903	0
9363032	344582	2	2	0	29	\N	139569	0
9363033	344582	2	2	0	30	\N	7993	0
9363034	344582	2	2	0	31	\N	968143	0
9363035	344582	2	2	1	0	\N	0	0
9363036	344582	2	2	1	1	\N	0	0
9363037	344582	2	2	1	2	\N	0	0
9363038	344582	2	2	1	3	\N	0	0
9363039	344582	2	2	1	4	\N	0	0
9363040	344582	2	2	1	5	\N	0	0
9363041	344582	2	2	1	6	\N	0	0
9363042	344582	2	2	1	7	\N	0	0
9363043	344582	2	2	1	8	\N	0	0
9363044	344582	2	2	1	9	\N	0	0
9363045	344582	2	2	1	10	\N	0	0
9363046	344582	2	2	1	11	\N	0	0
9363047	344582	2	2	1	12	\N	0	0
9363048	344582	2	2	1	13	\N	0	0
9363049	344582	2	2	1	14	\N	0	0
9363050	344582	2	2	1	15	\N	0	0
9363051	344582	2	2	1	16	\N	0	0
9363052	344582	2	2	1	17	\N	0	0
9363053	344582	2	2	1	18	\N	0	0
9363054	344582	2	2	1	19	\N	0	0
9363055	344582	2	2	1	20	\N	61316	0
9363056	344582	2	2	1	21	\N	139091	0
9363057	344582	2	2	1	22	\N	62320	0
9363058	344582	2	2	1	23	\N	1563872	0
9363059	344582	2	2	1	24	\N	198900	0
9363060	344582	2	2	1	25	\N	1756042	0
9363061	344582	2	2	1	26	\N	237812	0
9363062	344582	2	2	1	27	\N	3659478	0
9363063	344582	2	2	1	28	\N	3584	0
9363064	344582	2	2	1	29	\N	8095	0
9363065	344582	2	2	1	30	\N	3583	0
9363066	344582	2	2	1	31	\N	0	0
9363067	344582	2	2	2	0	\N	0	0
9363068	344582	2	2	2	1	\N	0	0
9363069	344582	2	2	2	2	\N	0	0
9363070	344582	2	2	2	3	\N	0	0
9363071	344582	2	2	2	4	\N	0	0
9363072	344582	2	2	2	5	\N	0	0
9363073	344582	2	2	2	6	\N	0	0
9363074	344582	2	2	2	7	\N	0	0
9363075	344582	2	2	2	8	\N	0	0
9363076	344582	2	2	2	9	\N	0	0
9363077	344582	2	2	2	10	\N	0	0
9363078	344582	2	2	2	11	\N	0	0
9363079	344582	2	2	2	12	\N	0	0
9363080	344582	2	2	2	13	\N	0	0
9363081	344582	2	2	2	14	\N	0	0
9363082	344582	2	2	2	15	\N	0	0
9363083	344582	2	2	2	16	\N	0	0
9363084	344582	2	2	2	17	\N	0	0
9363085	344582	2	2	2	18	\N	0	0
9363086	344582	2	2	2	19	\N	0	0
9363087	344582	2	2	2	20	\N	0	0
9363088	344582	2	2	2	21	\N	0	0
9363089	344582	2	2	2	22	\N	0	0
9363090	344582	2	2	2	23	\N	0	0
9363091	344582	2	2	2	24	\N	0	0
9363092	344582	2	2	2	25	\N	0	0
9363093	344582	2	2	2	26	\N	0	0
9363094	344582	2	2	2	27	\N	0	0
9363095	344582	2	2	2	28	\N	0	0
9363096	344582	2	2	2	29	\N	0	0
9363097	344582	2	2	2	30	\N	0	0
9363098	344582	2	2	2	31	\N	0	0
